深蓝汽车北京长阳店,北京市房山区长阳镇太阳圣火广场9号厅,116.170041,39.773402,北京市,北京市,13522390310,杜一帛,15010723515,1
深蓝汽车北京丰台洋桥店,北京市丰台区南三环中路洋桥西一号,116.372927,39.855813,北京市,北京市,15811284309,林帅,15811284309,1
深蓝汽车北京海淀四季青店,北京市海淀区巨山路99号合盛汽车园内,116.232858,39.947121,北京市,北京市,18600708001,邵振江,18600708001,1
深蓝汽车北京排山汽车城移动展厅,北京市密云区十里堡镇排山汽车城,116.794475,40.356157,北京市,北京市,69075298,,,6
深蓝汽车北京顺义李桥镇移动展厅,北京市顺义区李桥镇顺通路李桥段26号,116.667984,40.048579,北京市,北京市,13366822732,,,6
深蓝汽车北京房山阎村移动展厅,北京市房山区阎村镇炒米店村委会北456米,116.101966,39.720017,北京市,北京市,15010723515,,,6
深蓝汽车北京马甸桥店,北京市海淀区祁家豁子甲2号,116.380669,39.976287,北京市,北京市,153-00103890,周士伟,15300103890,1
深蓝汽车北京密云店,北京市密云区十里堡镇十里堡村东100米,116.795381,40.352166,北京市,北京市,010-69075298,刘杰,18518645906,1
深蓝汽车北京五方桥店,北京市朝阳区王四营乡孛罗营村北1街1号,116.546733,39.863914,北京市,北京市,13366822753,张伟锋,13366822753,1
深蓝汽车北京朝阳小红门店,北京市朝阳区小红门乡肖村南四环东路91号,116.43425,39.833212,北京市,北京市,13366822869,裴雷贺,13366822869,1
深蓝汽车北京海淀四季青店,北京市海淀区四季青镇巨山路99号合盛汽车园,116.234175,39.947118,北京市,北京市,010-88434905,陈效存,15801532765,2
深蓝汽车北京朝阳小红门店,北京市朝阳区小红门乡肖村南四环东路91号,116.434224,39.833179,北京市,北京市,010-51317788,陈冀川,13366831237,2
深蓝汽车北京杜家坎店,北京市丰台区长辛店杜家坎1号平房,116.205914,39.843072,北京市,北京市,010-83868100,曹晨晨,13661339143,2
深蓝汽车北京通州店,北京市通州区永顺镇富河大街315号,116.646165,39.927168,北京市,北京市,010-60596578,刘然,13581927785,2
深蓝汽车北京密云店,北京密云县十里堡镇十里堡村东100米,116.795381,40.352166,北京市,北京市,010-69075210,罗贺鑫,18518645912,2
深蓝汽车北京长阳店,北京市房山区京周路太阳圣火广场9号,116.170943,39.773489,北京市,北京市,010-80308868,张珂军,13810299769,2
深蓝汽车北京顺义区店,北京市顺义区李桥镇顺通路李桥段26号,116.667984,40.048579,北京市,北京市,18610239519,王志永,18632316650,2
长安交付中心北京顺义机场东路店,北京市顺义区澜西园三区38号楼一层（顺创）,116.63,40.11,北京市,北京市,010-89449660,李安然,18410195799,3
深蓝汽车北京南口路专区店,南口路29号北京乐多港万达广场F1,116.191566,40.231934,北京市,北京市,16619831417,常磊,13552557208,6
深蓝汽车北京延庆莲花池专区店,延庆镇莲花池村东200米,116.008179,40.454716,北京市,北京市,13521876925,肖望远,13718280236,6
深蓝汽车北京通州富河大街专区店,富河大街315号,116.646165,39.927168,北京市,北京市,13167317952,李杰,18600559444,6
深蓝汽车北京朝阳区来广营专区店,来广营乡北苑东路8号,116.441262,40.023771,北京市,北京市,13366834126,高红涛,13366824889,6
深蓝汽车北京怀柔区庙城镇专区店,庙城镇焦村临21号,116.636867,40.248349,北京市,北京市,13240492786,李星月,18301080315,6
深蓝汽车北京平谷区大兴庄镇专区店,大兴庄镇三福庄村临街2号,117.047951,40.145611,北京市,北京市,18001323907,柯帅,13466543418,6
深蓝汽车北京顺义李桥镇专区店,李桥镇顺通路李桥段26号,116.66798,40.048812,北京市,北京市,13366822732,叶阔,13366822732,6
深蓝汽车北京大兴区店,北京市大兴区工业开发区金苑路10号4幢,116.349602,39.758698,北京市,北京市,13552568827,齐子杨,13552568827,2
深蓝汽车天津宝坻店,天津市宝坻区钰华街120号,117.311038,39.708947,天津市,天津市,022-82661086,张志远,18526163531,1
深蓝汽车天津北辰店,天津市北辰区铁东路勤俭工业区汾河北道12增2号,117.180446,39.210038,天津市,天津市,022-86316762,温昂,13820047323,1
深蓝汽车天津滨海新区河北路店,天津市滨海新区河北路4734号,117.659763,39.056946,天津市,天津市,13352058060,王明宇,13352058060,1
深蓝汽车天津河南路汽车街移动展厅,天津市滨海新区河南路汽车街34号,117.658688,39.003624,天津市,天津市,13352058060,,,6
深蓝汽车天津熙悦汇移动展厅,天津市南开区熙悦汇,117.124707,39.137465,天津市,天津市,18630889522,,,6
深蓝汽车天津保税区汽车园移动展厅,天津市东丽区空港保税区汽车园中路35号,117.37638,39.15974,天津市,天津市,13752576182,,,6
深蓝汽车天津环渤海汽车园移动展厅,天津市河西区环渤海汽车园,117.234226,39.054853,天津市,天津市,13478497708,,,6
深蓝汽车天津津南科技园移动展厅,天津市津南区聚海道与海鑫路交口,117.423084,38.973551,天津市,天津市,13478497708,,,6
深蓝汽车天津坤港互联科技园移动展厅,天津市津南区双港辛庄慧科路与睿科道交口,117.301241,39.016117,天津市,天津市,13478497708,,,6
深蓝汽车天津东丽跃进路移动展厅,天津市东丽区跃进路南何南路,117.239855,39.19038,天津市,天津市,13478497708,,,6
深蓝汽车天津宁河区移动展厅,天津市宁河区芦汗公里大陈驾校旁,117.832012,39.315644,天津市,天津市,13478497708,,,6
深蓝汽车天津空港店,天津市东丽区华明街赵家村津汉路16号,117.362307,39.131072,天津市,天津市,13752576182,段辉韵,18933990709,1
深蓝汽车天津津南店,天津市津南区葛沽镇滨海盛世汽车园内长安博雅店,117.490807,38.99217,天津市,天津市,022-88690330,董单,15332188875,1
深蓝汽车天津静海店,天津市静海区金海道2号,116.999575,38.947417,天津市,天津市,18920271308,郝宝会,18920271308,1
深蓝汽车天津南开店,天津市南开区咸阳路91号咸阳路门脸10-1号,117.135242,39.137771,天津市,天津市,18630889522,赵云菲,18630889522,1
深蓝汽车天津武清店,天津市武清区下朱庄街京津公路东侧101号,117.081199,39.340855,天津市,天津市,022-29310003,王凯歌,13820075712,1
深蓝汽车天津西青区大寺店,天津市西青区大寺高新技术产业园储华道7号,117.270492,38.99541,天津市,天津市,13478497708,聂婷婷,13478497708,1
深蓝汽车天津西青区中北店,天津市西青区卉康路22号,117.091505,39.114859,天津市,天津市,18002028471,庞梦瑶,18002028471,1
深蓝汽车天津北辰店,天津市北辰区铁东路勤俭工业区汾河北道12增2号,117.184793,39.204602,天津市,天津市,022-86316762,李昊,18602696701,3
深蓝汽车天津西青区大寺店,天津市西青区大寺高新技术产业园储华道7号,117.270492,38.99541,天津市,天津市,022-83966161,鲍靖轩,13820567168,3
深蓝汽车天津滨海新区河北路店,天津市滨海新区河北路4734号,117.659763,39.056946,天津市,天津市,13352058060,王明宇,13352058060,3
深蓝汽车天津武清店,天津市武清区下朱庄街京津公路东侧101号,117.081188,39.340859,天津市,天津市,022-82259569,冯坤,13820405269,2
深蓝汽车天津津南店,天津市津南区葛沽镇滨海盛世汽车园内长安博雅店,117.480747,38.981832,天津市,天津市,16622381890,白勇,18649133066,2
深蓝汽车天津静海店,天津市静海县津德路91号,116.931136,38.922503,天津市,天津市,022-68907300,邓陆,17612281490,2
深蓝汽车天津宝坻店,宝坻区经济开发区东区120号,117.311029,39.708842,天津市,天津市,022-82660333,黄天龙,15022333724,2
深蓝汽车天津滨海新区河北路店,天津市滨海新区丹江路128号,117.665755,39.06031,天津市,天津市,022-25211211,李国宏,15522186689,2
深蓝汽车天津西青区中北店,天津市西青区杨柳青镇伍街村委会旁长安汽车,117.011209,39.155609,天津市,天津市,022-60318601,刘党委,18102157750,2
深蓝汽车天津西青店,天津市西青区大寺高新技术产业园储华道7号,117.270463,38.995392,天津市,天津市,022-87979191,史振朋,13820022722,2
深蓝汽车天津空港店,天津自贸试验区（空港经济区）汽车园中路35号东侧,117.376694,39.159721,天津市,天津市,152222301168,李亮,18526078280,2
深蓝汽车天津津南店,天津市津南区葛沽镇滨海盛世汽车园内长安博雅店,117.48539,38.989632,天津市,天津市,022-88690330,董单,15332188875,3
深蓝汽车天津北辰汾河北道店,天津市北辰区天穆镇铁东路汾河北道12号增2号,117.186892,39.202101,天津市,天津市,18003334664,于爱军,13102257346,2
深蓝汽车保定定州店,河北省定州经济开发区银河大道西侧,114.924136,38.540845,保定市,河北省,0312-2355126,宋子豪,18617771500,1
深蓝汽车保定北大街车管所店,保定市莲池区长城北大街2416号车管所对面,115.55632,38.913592,保定市,河北省,0312-5921818,周航,18131293513,1
深蓝汽车沧州新华店,河北省沧州市开发区车管所东行路北,116.926474,38.287496,沧州市,河北省,0317-3097706,刘在南,15630770662,1
深蓝汽车保定莲池区移动展厅,河北省保定市莲池区车管所对面,115.556802,38.916113,保定市,河北省,18131293513,,,6
深蓝汽车沧州浅海大厦移动展厅,河北省沧州市黄骅市迎宾大街东侧浅海大厦南,117.335263,38.344663,沧州市,河北省,18713728777,,,6
深蓝汽车廊坊固安县移动展厅,河北省潍坊市固安县106国道金海汽车交易市场,116.315985,39.375214,廊坊市,河北省,13513016555,,,6
深蓝汽车石家庄又一城广场移动展厅,河北省石家庄市栾城区古栾水镇又一城广场,114.593287,37.952406,石家庄市,河北省,15710331330,,,6
深蓝汽车石家庄冀安驾校移动展厅,河北省石家庄市新华区冀安驾校,114.390959,38.072433,石家庄市,河北省,13303019907,,,6
深蓝汽车唐山任各庄镇移动展厅,河北省唐山市丰润区任各庄镇村南1500米,118.172382,39.71144,唐山市,河北省,18633319190,,,6
深蓝汽车邯郸时代汽车广场店,河北省邯郸市时代汽车广场时代汽车广场A馆02展厅,114.561739,36.656088,邯郸市,河北省,0310-5601688,王莹莹,17713031502,1
深蓝汽车邯郸万合店,河北省邯郸市南环路赵王城遗址公园对面万合汽车园区,114.430982,36.564865,邯郸市,河北省,0310-5500550,王鹏,18131079873,1
