id,name,site,pointLat,pointLng,price,house_type
24000000044894,承翰湾尚国际,福田区皇岗,22.523659629761,114.07011850468,112800元/平,住宅
1381834737557504,润曜府,光明区公明,22.74071349477,113.95747844032,51700元/平,住宅
24000000034920,卓越闽泰·云奕府,宝安区西乡,22.62590717612,113.85701028578,64300元/平,住宅
24000000027368,丹华公馆,南山区西丽,22.57924807481,113.94122387563,67000元/平,住宅
1382882586656768,鸿荣源尚云,龙华区龙华中心,22.648777585988,114.0336588179,65123元/平,住宅
1370851179888640,合正观澜汇三期,龙华区观澜,22.700866912836,114.04640549718,54400元/平,住宅
24000000016691,臻湾云庭,盐田区盐田港,22.595651653515,114.2563547324,54400元/平,住宅
1378152133713920,远洋天祺,龙岗区龙岗双龙,22.758850914143,114.28621381473,33000元/平,住宅
2414463509237244,前海金融中心,南山区前海,22.53985,113.900723,95000元/平,写字楼
2411049558818,东海国际公寓,福田区香蜜湖,22.542627874514,114.0269291713,130000元/平,商业类
246986545770094,绿景天玺湾项目,大鹏新区大鹏半岛,22.609141,114.431348,价格待定,住宅
246947460624625,盛意家园,宝安区宝安中心,22.564627,113.897123,价格待定,住宅
246992369822987,御品峦山花园,宝安区桃源居,22.617365,113.867652,价格待定,住宅
2414165449673349,松茂御城,光明区公明,22.753503,113.912999,价格待定,住宅
2414170318974874,豪方东园,坪山区坪山,22.685647,114.363131,39300元/平,住宅
2414104651115683,百分百创意广场,龙岗区布吉街,22.652365,114.132558,价格待定,商业
246986818399579,联泰梅沙湾,盐田区梅沙,22.592838,114.309903,价格待定,别墅
2414459837100601,花样年家天下,大鹏新区大鹏半岛,22.629209,114.426605,37000元/平,住宅
2414101574881252,龙胜尚府,龙华区龙华中心,22.657983,114.022675,价格待定,住宅
2414148906267224,凯东吉祥悦府,龙岗区龙岗双龙,22.770526,114.288559,39000元/平,住宅
2414146701898311,万福花园,龙华区龙华新区,22.637689,114.046254,69800元/平,住宅
2414149363969329,半山悦海花园,盐田区沙头角,22.561252,114.226751,52400元/平,住宅
2414149370786762,海智云谷,盐田区沙头角,22.567022,114.248836,价格待定,住宅
246967835767686,益田御龙天地,罗湖区黄贝岭,22.560147,114.138848,85900元/平,住宅
2411049396199,明辉花园,宝安区福永,22.685105,113.813943,价格待定,住宅
246986710921139,莱蒙水榭蓝湾,大鹏新区大鹏半岛,22.608933,114.426342,价格待定,住宅
2411063566263,新天CBC,福田区石厦,22.526868,114.059697,47000元/平,商业类
2414438853543954,富驰大厦,龙华区龙华中心,22.65374,114.05295,38000元/平,商业类
2417844559426551,华创云轩,龙岗区坂田,22.657205,114.072426,53000元/平,商业类
2411063027896,君临海域•润之,盐田区沙头角,22.562647,114.25033,58000元/平,商业类
246944331410577,深业上城,福田区莲花,22.562459,114.076811,75000元/平,商业类
2414147123949771,侨城坊,南山区华侨城,22.558061,113.986747,价格待定,写字楼
2420021812732193,塘朗城,南山区大学城,22.595086,114.006216,73000元/平,商业类
2414165671947917,深湾汇云中心,南山区红树湾,22.530362,113.974603,110000元/平,写字楼
2420021701576674,恒邦壹峯,福田区华强北,22.55023,114.097373,85000元/平,商业类
2411064080180,卓越前海壹号,南山区前海,22.535443,113.907057,93000元/平,写字楼
2414166685658387,远洋新干线二期,龙岗区龙岗中心城,22.726592,114.270276,41000元/平,底商
2420021483428629,世茂前海中心,南山区前海,22.509059,113.897347,100000元/平,写字楼
2420025792477991,保利达小行星,宝安区桃源居,22.73603,113.864275,38000元/平,商业类
2414148879289559,深城投中心公馆,坪山区坪山,22.709778,114.348304,34000元/平,商业类
2411063604083,德弘天下华府,罗湖区翠竹,22.568346,114.130386,98000元/平,住宅
2420029482114786,汇金天琅大厦,罗湖区春风路,22.548944,114.125689,88000元/平,商业类
2420029486305776,宝树台,福田区华强北,22.549097,114.099281,68000元/平,商业类
2411063050184,大族河山,龙岗区布吉南岭,22.618439,114.16375,55000元/平,住宅
2420030689481066,信达金尊府,坪山区坪山,22.681829,114.335804,40000元/平,住宅
2411063592784,中心天元,福田区福田中心,22.544289,114.071747,110000元/平,住宅
2411064079780,泰华海逸世家,宝安区西乡,22.581288,113.885875,价格待定,住宅
2420033383316132,领航城·领誉,宝安区西乡,22.614991,113.860368,64000元/平,住宅
2420030730380484,中洲滨海华府二期,福田区上下沙,22.534703,114.034477,93500元/平,住宅
2420031367130753,唐商前海双悦,宝安区沙井,22.718052,113.841081,38000元/平,商业类
2420033592154434,融创智汇大厦,龙华区龙华中心,22.649299,114.025802,45000元/平,商业
2420033592154434,融创智汇大厦,龙华区龙华中心,22.649299,114.025802,48000元/平,商业类
2411062930231,深圳湾公馆,南山区后海,22.512576,113.939333,240000元/平,住宅
2420033852367121,深业泰富广场,罗湖区笋岗,22.568437,114.113024,53000元/平,写字楼
2420034597132342,国速世纪大厦,罗湖区地王,22.559416,114.115014,58000元/平,写字楼
2420034683130880,幸福荟,宝安区碧海,22.573112,113.863584,80000元/平,底商
2420025792477991,保利达小行星,宝安区桃源居,22.73603,113.864275,40000元/平,底商
2420033852367121,深业泰富广场,罗湖区笋岗,22.568437,114.113024,65800元/平,商业类
2420021178188843,润科华府,宝安区曦城,22.632085,113.869,56000元/平,商业类
2414171802733303,深业中城,福田区香蜜湖,22.547177,114.029209,112000元/平,商业类
2420033592154434,融创智汇大厦,龙华区龙华中心,22.649299,114.025802,70000元/平,底商
2420030727232748,京基御景峯,南山区大学城,22.604297,114.018609,55000元/平,商业类
2420035986810885,和谷山汇城,宝安区松岗,22.819168,113.885385,26000元/平,写字楼
2420035986810885,和谷山汇城,宝安区松岗,22.819168,113.885385,25000元/平,商业类
2420035789856720,福城·前海新纪元二期,宝安区新安,22.577406,113.897897,65000元/平,商业类
2420036079368265,蓝郡公馆,盐田区沙头角,22.556652150893,114.23272160596,53000元/平,商业类
2420033592154434,融创智汇大厦,龙华区龙华中心,22.649299,114.025802,价格待定,写字楼
2420036556491208,深物业金领,福田区皇岗,22.534285,114.083159,90000元/平,住宅
2420036555443270,佳兆业E立方,龙华区观澜,22.735128,114.108855,价格待定,商业
2420036699104777,龙湖天琅楼,盐田区沙头角,22.570838,114.249549,40000元/平,商业类
2420037552970891,仁恒梦公园,龙岗区龙岗中心城,22.737671,114.231331,36000元/平,商业类
2420038094072810,粤海城,罗湖区布心,22.583818,114.141033,60000元/平,商业类
2420038879454994,君胜熙珑山,龙岗区坪地,22.758308,114.291868,47000元/平,住宅
2420031192954501,深城投中城花园,坪山区坪山,22.698242,114.347336,38000元/平,商业类
2420039489881205,天健天骄北庐,福田区景田,22.556802,114.048573,150000元/平,住宅
2420039478348034,华侨城创想大厦·云邸,龙华区红山,22.622771,114.036147,价格待定,写字楼
2420038856651292,方大城,南山区华侨城,22.561653,113.979423,65000元/平,写字楼
2420038966822723,世茂广场,坪山区坪山,22.688404894256,114.33608097797,32000元/平,商业类
2420038971019001,太子湾. 湾玺,南山区蛇口,22.476723,113.917074,90000元/平,商业类
2420039278294656,深圳·国际影视文化城,坪山区坪山,22.678911,114.312859,16800元/平,商业类
2420030720985471,汇邦名都花园,宝安区石岩,22.696783,113.977533,40000元/平,商业类
2420031192954501,深城投&中城AIO,坪山区坪山,22.698242,114.347336,价格待定,写字楼
2411064079472,鸿威鸿景华庭,龙岗区龙岗中心城,22.756924,114.22522,44000元/平,住宅
2414463509237244,前海金融中心,南山区前海,22.53985,113.900723,110000元/平,底商
2411063592784,岗厦天元花园,福田区福田中心,22.544289,114.071747,价格待定,写字楼
2420025060461119,福城·前海新纪元,宝安区新安,22.57736,113.897835,价格待定,写字楼
2414167048489205,佳华领域广场,龙华区观澜,22.719930645178,114.06331527331,价格待定,写字楼
2420040258818163,华联城市中心,南山区南山中心,22.518938,113.922591,68000元/平,商业类
2420040258818163,华联城市中心,南山区南山中心,22.518938,113.922591,63000元/平,写字楼
2420033666644619,水贝珠宝总部大厦,罗湖区布心,22.581096,114.131149,55000元/平,写字楼
2420040719324157,龙华·上街,龙华区观澜,22.700926,114.054909,88000元/平,底商
2420032107879470,德弘基·碧桂园·前海荟,宝安区西乡,22.576786514307,113.88346731265,价格待定,写字楼
2420021178188843,润科华府,宝安区曦城,22.632085,113.869,价格待定,写字楼
2420030720985471,汇邦名都花园,宝安区石岩,22.696783,113.977533,价格待定,写字楼
2420030719891467,勤诚达正大城,光明区公明,22.727686,113.921253,55000元/平,底商
2420041758479296,LKF852太子湾,南山区蛇口,22.479252,113.916339,价格待定,底商
2420041949473913,前海颐湾府,南山区前海,22.509922,113.898472,130000元/平,住宅
2420041950522338,保利青谷,大鹏新区大鹏半岛,22.617052,114.36886,50000元/平,住宅
2420042320714725,佳兆业金沙湾,大鹏新区大鹏半岛,22.574752,114.467429,价格待定,商业类
2420042320714725,佳兆业金沙湾,大鹏新区大鹏半岛,22.574752,114.467429,价格待定,别墅
2420042660612083,荣寓,南山区蛇口,22.492275,113.932973,85000元/平,住宅
2420042683680636,华晖瑞禧,龙岗区坂田,22.626664,114.079701,61000元/平,住宅
2420042683678822,绿景美景广场（底商）,南山区华侨城,22.5588,113.985203,价格待定,底商
2420041758479296,太 子湾商务广场,南山区蛇口,22.479252,113.916339,100000元/平,商业类
2420043347526826,会展湾·中港广场,宝安区沙井,22.709776267369,113.78448248978,44000元/平,写字楼
2420042683678822,绿景美景广场,南山区华侨城,22.5588,113.985203,75000元/平,商业类
2420043302512424,首创龙华中心,龙华区龙华中心,22.663184,114.044772,80000元/平,写字楼
2420043302512424,首创龙华中心,龙华区龙华中心,22.663184,114.044772,80000元/平,底商
2420043344476735,晗山悦海,南山区蛇口,22.506322,113.928396,105000元/平,住宅
2420043329799530,颐翠名庭,龙岗区龙岗双龙,22.758848809329,114.28214555395,38000元/平,住宅
2420043344476940,今日香沙御景园,龙岗区坪地,22.759469773633,114.29535093047,37000元/平,住宅
2420043508045879,中海万锦熙岸华庭,坪山区坪山,22.711686,114.398255,42500元/平,住宅
2420043509093673,碧湖春天,坪山区坪山,22.678264,114.306935,33800元/平,住宅
2420031317733017,华润前海大厦,南山区前海,22.537174,113.906154,87000元/平,写字楼
2420043843712642,恒明ONE,龙岗区龙岗中心城,22.736133,114.232879,29500元/平,商业类
2420043823842448,合景同创广场,盐田区沙头角,22.573853,114.258783,40000元/平,商业类
2420043869984800,恒裕深圳湾,南山区深圳湾,22.519668,113.947232,170000元/平,商业类
2414104021731336,富基置地广场,龙岗区龙岗双龙,22.730499,114.27881,价格待定,写字楼
2420038601740496,欢乐港湾•海府一号,宝安区宝安中心,22.550311,113.89023,96000元/平,底商
